0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
6230,EMPRESA GRAL URQUIZA S.R.L.,,30-54622766-5,CALLE 10 Y ANT. ARGENTINA,0,CDAD AUTONOMA DE BUENOS AIRES,1,4000-5866-INT.5867/4000-5222-INT.5222,,ARGENTINA,,IN,921-751114-4,0,0,0,,0,0
6231,SACHECO S.A.,,30-55870683-6,AV. JUJUY 1752,0,CDAD AUTONOMA DE BUENOS AIRES,1,4713-1111/FAX:4754-2728,info@sacheco.com.ar,ARGENTINA,www.sacheco.com.ar,IN,902-866633-9,0,0,0,,0,0
6232,CABALLITO PARKING CENTER,PUSHIDJIAN CRISTIAN RAFFI,20-23626717-3,RIGLOS 336,1424,CDAD AUTONOMA DE BUENOS AIRES,1,4903-0567,,ARGENTINA,,IN,100-1852-02,0,0,0,,0,0
6233,TRUMAR S.A.I.C.,,30-50162769-7,AV.CHICLANA 4160/62,1437,CDAD AUTONOMA DE BUENOS AIRES,1,4924-8327,,ARGENTINA,,IN,901-913198-9,0,0,0,,0,0
6234,MEDINABI RODAMIENTOS;S.L.,,,MENDEZ ALVARO 13,0,28045-MADRID,25,34915801300-/-FAX: 34915801313,exportacion@medinabi.es,ESPAÑA,,XE,,0,0,0,,202,2
6235,LOG.INTERN.S.R.L.(NO CONTABLE),,30-70849353-4,AV. BELGRANO 265-PISO 4,1092,CDAD AUTONOMA DE BUENOS AIRES,1,(5411) 5235-8862 LINEAS ROTATIVAS,,ARGENTINA,,IN,1116785-08,0,0,0,,202,2
6236,USA BRAMMER,,,P.L.ERLETXE;PLAT.D-152.PAB.1,0,48960-GALDACANO-VIZCAYA,25,34944579418-/-34944579420,administracion@es.brammer.biz,ESPAÑA,www.brammer.biz,XE,,0,0,0,,202,2
6237,ROPERIAS INDUSTRIALES S.A.,,30-61502312-0,AV.BRASIL 2898 ESQ.DEAN FUNES,1260,CDAD AUTONOMA DE BUENOS AIRES,1,(5411) 4943-6889,,ARGENTINA,,IN,902-102871-3,0,0,0,,202,2
6238,TRANSP.ORION 2000 S.R.L.,,30-70736131-6,GALICIA 367,0,CDAD AUTONOMA DE BUENOS AIRES,1,4857-2382/4857-2388,,ARGENTINA,,IN,921-757400-8,0,0,0,,202,2
6239,PRODEXPO INTERNACIONAL,,30-58346901-6,RECONQUISTA 1034-3° PISO,1003,CDAD AUTONOMA DE BUENOS AIRES,1,4312-0020,,ARGENTINA,,IN,472982-10,0,0,0,,202,2
6240,LIFE LIGHT ASP TRADING LLC,,,P.O.BOX 41550,0,DUBAI;UAE,25,00971-4-2271216/00971-4-2271320,noorhyat@enirates.net.ae,ESTADOS UNIDOS,,XE,,0,0,0,,202,2
6241,FIRENA S.A.,,30-50442140-2,AV.DIRECTORIO 2299,1414,CDAD AUTONOMA DE BUENOS AIRES,1,4854-3307,www.firenaweb.com.ar,ARGENTINA,,IN,901-938080-1,0,0,0,,0,0
6242,FURROW INVESTMENT S.A.,,30-70702670-3,SOLIS 1315,1134,CDAD AUTONOMA DE BUENOS AIRES,1,4306-6247/3537/4304-9654,,ARGENTINA,,IN,901-210570-8,0,0,0,,0,0
6243,CONDE HOTEL,ALEJANDRO FERNANDEZ,20-17981718-8,BELGRANO 2601,7600,MAR DEL PLATA,2,(0223) 495-6060,,ARGENTINA,,IN,20-17981718-8,0,0,0,,0,0
6244,AURORA BEARING COMPANY,,,970 SOUTH LAKE STREET,0,AURORA;ILLINOIS 60506-5954,25,(630)859-2030/FAX: (630)859-0971,www.aurorabearin.com,ESTADOS UNIDOS,,XE,,0,0,0,,202,2
6245,ARGENT-BAT,,20-25487776-0,JUAN B.ALBERDI 4450,1407,CDAD AUTONOMA DE BUENOS AIRES,1,4672-0781,,ARGENTINA,,IN,1129380-02,0,0,0,,202,2
6246,CASA VANESA,DOMINGUEZ HECTOR RUBEN,20-04512227-2,ZAVALETA 30,1437,CDAD AUTONOMA DE BUENOS AIRES,1,4912-3809,,ARGENTINA,,IN,096186-08,0,0,0,,202,2
6247,IBD LTD,,,UNIT. 3;CITY PARK INDUSTRIAL,0,GELDERD ROAD;LEEDS LS12 6DR,25,,,U.K.,,XE,,0,0,0,,202,2
6248,KIAN HO BEARINGS LTD,,,5 CHANGI SOUTH STREET 3,0,SINGAPORE 486117,25,,,SINGAPORE,,XE,,0,0,0,,202,2
6249,DE NOIA & MERCADO S.A.,,30-69670183-7,AV.RIVADAVIA 5170-2° C,1424,CDAD AUTONOMA DE BUENOS AIRES,1,TEL/FAX: (011)4903-2759/4901-5995/6010,,ARGENTINA,,IN,901-025263-8,0,0,0,,0,0
6250,JOLUGIA S.R.L.,,30-68078025-7,AV.ALICIA M.DE JUSTO 1082,1107,C.A.B.A.,1,4331-3309/3669,,ARGENTINA,,IN,,0,0,0,,0,0
6251,AUSTRALIAN BEARINGS PTY.LTD.,,,4-5 BREX COURT;RESERVOIR 3073,0,VICTORIA,25,(03)9462-2644/FAX: (03) 9460-8014,www.australianbearings.com.au,AUSTRALIA,,XE,,0,0,0,,202,2
6252,MERCADOS INTERNACIONALES SRL.,,30-69638367-3,SARMIENTO 1889-3° PISO,1044,CDAD AUTONOMA DE BUENOS AIRES,1,(54-11) 4371-8111/FAX:4372-7446,info@mercadosint.com,ARGENTINA,,IN,901-024186-2,0,0,0,,202,2
6253,TRANSP.ROCA S.R.L.,,30-70735159-0,CERVANTES 266,1870,AVELLANEDA,2,TEL/FAX: 4205-4479,,ARGENTINA,,IN,902-784415-0,0,0,0,,202,2
6255,AYMAC S.A.,,30-70053340-5,ARENGREEN 1238,1405,CDAD AUTONOMA DE BUENOS AIRES,1,4433-4810,,ARGENTINA,,IN,901-024081-2,0,0,0,,202,2
6256,CRISTAL AUTOMOTOR S.R.L.,,30-70856516-0,LA RIOJA 1451,1244,CDAD AUTONOMA DE BUENOS AIRES,1,4941-5136/0214/0184/0284,,ARGENTINA,,IN,901-072253-0,0,0,0,,0,0
6257,AMERICAN VART S.R.L.,RICOH-,30-69286191-0,SCALABRINI ORTIZ 752/756,1414,CDAD AUTONOMA DE BUENOS AIRES,1,4772-4186/4776-3825/4774-2035,info@americanvart.com.ar,ARGENTINA,SERVICIO TECNICO (INT.111)MARIANO,IN,901-549833-0,0,21780,0,,0,0
6258,SENIOR ENGINEERING SERV.LTD.,,,UNITS 1&2;MANOR PARK IND.ESTAT,0,KING STREET;DRIGHLINGTON BD 11,25,01132879978/FAX:01132879979,senior.enge@btconnect.com,,,XE,,0,0,0,,0,0
6259,CASA PEREYRA,,20-04509073-7,PRIMERA JUNTA 566,1706,HAEDO,2,4659-4264,,ARGENTINA,,IN,20-04509073-7,0,0,0,,202,2
6260,SYSTEM S.A.,,30-63324246-8,URUGUAY 374,1015,CDAD.AUTONOMA DE BUENOS AIRES,1,5031-0706,,ARGENTINA,,IN,893191-7,0,0,0,,202,2
6263,LE PORS;DANIEL OSCAR-M.A.M.A.,M.A.M.A. HOGAR ESCUELA,20-16493349-1,POSADAD 843,1704,RAMOS MEJIA,2,4488-4943/4983/4327-/-FAX: 4488-6814,www.hogarmama.com.ar,ARGENTINA,CHACABUCO 3884-V.BALLESTER-(M.A.M.A.),IN,902-899761-2,0,0,0,,0,0
6264,ANACON S.A.,MATERIALES CONTRUCCION E IND.,30-70783100-2,PRESIDENTE PERON 10360,1657,PABLO PODESTA,2,TEL./FAX: (5411) 4733-3183/4769-9499,ventas@anacon.com.ar,ARGENTINA,www.anancon.com.ar,IN,901-056619-4,0,0,0,,202,2
6265,DIPROEL S.R.L.,PINTURERIA,30-65307500-2,LAVALLE 461 P.B.,1876,BERNAL,2,TELEFAX: 4364-0025/26,,ARGENTINA,,IN,30-65307500-2,0,0,0,,202,2
6266,ENRIQUE CELLILLI E HIJOS,MAT.PARA LA CONSTRUCCION,30-55265203-3,CALLE 23-N°3950,1651,VILLA ZAGALA-SAN ANDRES,2,TELEFAX: 4752-7370/4713-0650/0651/0652,,ARGENTINA,,IN,30-55265203-3,0,0,0,,202,2
6267,GRUAS KUHN S.R.L.,SERV.GRUAS Y AUTOELEVADORES,30-70831316-1,AV. ROCA 1301,1870,AVELLANEDA,2,4203-9531-CEL: 15-56368405,,ARGENTINA,,IN,901-066615-2,0,0,0,,202,2
6268,HIERROS PARROTTA S.A.,,30-69017278-6,AV.DEBENEDETTI 2851,1873,AVELLANEDA,2,TEL:4205-6660-/-FAX: 4204-5244,ventas@hierrosparrotta.com/servicios@hie,ARGENTINA,rrosparrotta.com,IN,901-191057-3,0,0,0,,202,2
6269,ISOLANT S.A.,,30-66030654-0,LAPRIDA 3278,1642,SAN ISIDRO,2,(011)4735-2557-FAX:(011)4765-4835,isolant@isolant.com.ar,ARGENTINA,www.isolant.com.ar,IN,901-993250-6,0,0,0,,202,2
6270,EL MARQUES DE LAS BOLSAS,,20-04545411-9,AVDA.CASEROS 3335,1263,CDAD AUTONOMA DE BUENOS AIRES,1,TEL/FAX: 4911-4108,bolsasbalian@datafull.com,ARGENTINA,,IN,1021680-04,0,0,0,,0,0
6271,NH PANORAMA CLASSIC,,30-69621884-2,AV. ESPAÑA 1324,0,MENDOZA,13,,,ARGENTINA,,IN,901-037173-4,0,0,0,,0,0
6272,JULIA SAUL,,30-70825497-1,DUARTE QUIROZ 1400-N.2-L.2235,0,CORDOBA,4,(0351) 4889400,,ARGENTINA,,IN,270-345964,0,0,0,,202,2
6273,MADERAS CORDOBA S.R.L.,,30-69424131-6,AV. COLON 3727,5003,CORDOBA,4,(0351) 4803121,www.maderascordoba.com.ar,ARGENTINA,,IN,270011152,0,0,0,,202,2
6274,JAMO EQUIPAMENTOS LTDA.,,,RUA GERALDO HARNACK; 300,0,VILA LALAU-JARAGUA DO SUL,25,5547371994/FAX: 55473711194,,SC-BRASIL,,XE,,0,0,0,,202,2
6275,COMPAÑIA ARG.DE RODAMIENTOS,S.R.L.,30-70713890-0,RUTA 9-KM. 463;5,2594,LEONES,4,TELEFAX: 54(03472)483100-483758-483697,car@southlink.com.ar,ARGENTINA,carrodamientos@fibertel.com.ar,IN,904-008293-6,0,0,0,,0,0
6276,BED TIME-SOMMIER & COLCHON,,30-64273141-2,AV.JUAN DE GARAY 2602,1617,CDAD.AUTONOMA DE BUENOS AIRES,1,4308-1043,,ARGENTINA,,IN,901-958928-2,0,0,0,,202,2
6277,GERO ES TARSA KER.ES SZOLG.BT.,,,6000 KECSKEMET;HAALASI UT 29,0,,25,06-76-506-333;34,,UNGRIA,,XE,,0,0,0,,202,2
6278,HAINING TARSO BEARING TECHNOLO,GY CO.;LTD,,TAOYUAN VILLAGE;XIASTHI TOWN;,0,HAINING CITY-ZHANGZHIGUI-CHINA,25,4527830-007000-900026696,ABA-SWIFT-BKCHCNBJ910,CHINA,BANK OF CHINA/SUB-BR.;ZHEJIANG;P.R.,XE,,0,0,0,,202,2
6279,RODAMIENTOS USA,,,IBAN: ES81003483900000441271,0,NAVARRA-BILBAO,25,BANK: BANESTO-C/NAVARRA;,N°CTA: 0030348390 0000441271,ESPANA,48001-BILBAO,XE,,0,0,0,,202,2
6280,IZZO S.R.L.,,,VIA CONCORDIA;12,0,80026-CASORIA (NA) ITALIA,25,390817573814/FAX: 390817577729,www.Izzogroup.it-info@izzogroup.it,ITALIA,,XE,,0,0,0,,202,2
6281,BLAISTEN S.A.,,30-69231139-2,AV. PERON 6383,1712,CASTELAR,2,4450-0071/0711,,ARGENTINA,,IN,901-901185-7,0,0,0,,0,0
6282,BONN S.H.,,30-70870258-3,PARAISO 1695,1706,HAEDO,2,4659-3259,DBONNESSERRE@YAHOO.COM.AR,ARGENTINA,,IN,30-70870258-3,0,0,0,,0,0
6283,LAJAS MARMOLERIA SANTA ROSA,,20-13313766-2,GAONA 6429,1688,VILLA TESEI-HURLINGHAM,2,4450-6505-CEL: 15-444-7014,,ARGENTINA,,IN,20-13313766-2,0,0,0,,0,0
6284,FRAVEGA S.A.C.I. E I.,,30-52687424-9,AV. RIVADAVIA 13858,0,RAMOS MEJIA,2,4654-0145/4658-8763,,ARGENTINA,,IN,901-910362-0,0,0,0,,0,0
6285,MARIO BONORA S.A.I.C.,,30-53462606-8,AV.PTE.PERON 1536/38,0,BUENOS AIRES,2,4659-6685/4650-3105,,ARGENTINA,,IN,902-869235-4,0,0,0,,0,0
6286,SANITARIOS GAONA S.A.,,30-55460059-6,AVDA. GAONA 2656/58,1706,HAEDO,2,4659-8062/4650-7228/4460-0400,,ARGENTINA,,IN,902-860143-9,0,0,0,,0,0
6287,CORONADO BIG COMFORT,,27-11743100-8,AV.GRAL. PAZ 205,5152,VILLA CARLOS PAZ,4,TEL/FAX: 03541-422354/424650,,ARGENTINA,,IN,218-10668-4,0,0,0,,0,0
6288,HOTEL HERMITAGE,,27-10418115-0,AV. AVELLANEDA 301,7000,TANDIL,2,TEL/FAX: (02293)423987/423377,,ARGENTINA,,IN,27-10418115-0,0,0,0,,0,0
6289,Y.P.F. PINAR S.A.C.I.,,33-56943692-9,RUTA 13,0,VILLA DEL ROSARIO,4,(03573) 42-2847/42-2152,,ARGENTINA,,IN,,0,0,0,,202,2
6290,TRADELOG S.A.,,30-69617300-8,PTE.ROQUE SAENZ PEÑA 832-P.2,1035,CDAD AUTONOMA DE BUENOS AIRES,1,011-4911-5001,,ARGENTINA,DOM.COMERCIAL:TRAFUL 3768,IN,901-902843-3,0,0,0,,0,0
6291,MOVISTAR-TELEFONICA MOVILES,ARGENTINA S.A.,30-67881435-7,AV.CORRIENTES 655-ENTRE PISO,1043,CDAD AUTONOMA DE BUENOS AIRES,1,(011) 5130-4000,AG. DE RETENCION S-R.G.(AFIP) N°18,ARGENTINA,,IN,901-178425-4,0,0,0,,202,2
6292,EST.METALURGICO ROMERO,,27-12798424-2,SANTIAGO DEL ESTERO 1743,1824,LANUS OESTE,2,(011) 4241-7819/4249-2194,,ARGENTINA,,IN,025-004689-3,0,0,0,,0,0
6293,ELENIA S.A.,,30-70840190-7,TUCUMAN 678,1049,CDAD.AUTONOMA DE BUENOS AIRES,1,5032-6336,,ARGENTINA,,IN,110-9489-03,0,0,0,,202,2
6294,ANGELO,MATERIALES PARA LA CONSTRUCCIO,20-15203235-9,INCLAN 3268/70,1258,CDAD AUTONOMA DE BUENOS AIRES,1,4911-5191/4912-9332,,ARGENTINA,,IN,106133-10,0,0,0,,0,0
6295,CLIMASTORE S.A.,,30-70812457-1,AV.J.B.JUSTO 1545,1414,CDAD AUTONOMA DE BUENOS AIRES,1,(54-11)4778-0708,SERV.TECNICO-(4777-0409)-MARIA MERCADO,ARGENTINA,TECNICO:EDUARDO:15-6096-5430,IN,1089386-05,0,0,0,,0,0
6296,CARLOS SANGUINETTI S.A.C.I.F.I,.,30-53777429-7,RIOBAMBA 265,1042,CDAD AUTONOMA DE BUENOS AIRES,1,TEL/FAX: 4372-8003,sanguinetti_regalos@yahoo.com.ar,ARGENTINA,www.sanguinettiregalos.com.ar,IN,901-918870-7,0,0,0,,202,2
6297,FEDERAL SERVICE SRL.SEGURIDAD,,30-67878428-8,CHILE 1155-6°,1098,CDAD AUTONOMA DE BUENOS AIRES,1,4381-9893 LINEAS ROTATIVAS,federalservice@speedy.com.ar,ARGENTINA,,IN,901-164026-2,0,0,0,,202,2
6298,HOYOS Y CIA S.R.L.,,30-55010636-8,62 CUBA 1561,1651,SAN ANDRES,2,(011) 4754-1650 L.R./FAX:(54-11)47538100,ventas@hoyos.com.ar,ARGENTINA,www.hoyos.com.ar,IN,901-924494-0,0,0,0,,202,2
6299,PENTAGONO-LADYCAMP S.A.,,30-70743848-3,GRAL.CESAR DIAZ 3064/66,1416,CDAD.AUTONOMA DE BUENOS AIRES,1,4586-9090 L.R.,,ARGENTINA,,IN,901-048195-6,0,0,0,,0,0
6300,DAYCHE S.A.-WINERY,,30-70265976-7,AV. CORRIENTES 302,1043,CDAD.AUTONOMA DE BUENOS AIRES,1,,,ARGENTINA,,IN,901-041766-5,0,0,0,,0,0
6301,ZDENEK HRADECKY,,,TRANOVICE 230-739 53,0,CZECH REPUBLIC,25,TAX NO: CZ7608234942/CTA:198454365/0300,BCO:CSOB;A.S.OSTRAVA/SWIFT:CEKOCZPP,REPUBLICA CHECA,,XE,,0,0,0,,202,2
6302,VAE GROUP S.R.L.,,30-70945423-0,AGUSTIN MAGALDI N°5555-(EX70),1650,VILLA LIBERTAD-SAN MARTIN,2,4753-2102,,ARGENTINA,,IN,30-70945423-0,0,0,0,,202,2
6303,MUNDO ABERTURAS S.R.L.,,30-69920738-8,AVDA.COBO 1326,1424,CDAD.AUTONOMA DE BUENOS AIRES,1,4921-4005,www.condeaberturas@speedy.com.ar,ARGENTINA,,IN,0095065-03,0,0,0,,0,0
6304,ELECTRICIDAD ALSINA S.A.,,30-64705510-5,AV.BELGRANO 727/731,1870,AVELLANEDA,2,4222-2484/5727,www.electricidadalsina.com.ar,ARGENTINA,ventas@electricidadalsina.com.ar,IN,902-085216-8,0,0,0,,202,2
6305,ROSSI CORTINAS METALICAS SRL,,30-70895730-1,CURAPALIGUE 1644/46,1406,CDAD AUTONOMA DE BUENOS AIRES,1,4924-0078,www.cortinasrossi.com.ar,ARGENTINA,,IN,901-205663-6,0,0,0,,0,0
6306,SECONTUR S.R.L.,,30-61070486-3,SUIPACHA 207-PISO 3-OF. 303,1008,CDAD AUTONOMA DE BUENOS AIRES,1,4394-2563,administracion@secontur.com,ARGENTINA,,IN,901-932993-4,0,0,0,,0,0
6307,CASA DE MADERAS S.A.,,30-61229178-7,GABRIEL ARDOINO 640,1704,RAMOS MEJIA,2,4658-4478/4654-0449,casamaderas@casamaderas.com.ar,ARGENTINA,www.casamaderas.com.ar,IN,901-934740-3,0,0,0,,0,0
6308,CASA VIANO,VIANO RUBEN OSVALDO,20-04768349-2,BOLIVAR 646,1704,RAMOS MEJIA,2,4658-6458/4469-1160,,ARGENTINA,,IN,20-04768349-2,0,0,0,,0,0
6309,MKHITARIAN,MKHITARIAN RUBEN RICARDO,24-04255045-7,AV. RIVADAVIA 14602,1704,RAMOS MEJIA,2,4658-0515,mkhitarian@speedy.com.ar,ARGENTINA,,IN,20-04255045-7,0,0,0,,0,0
6310,LUPATINI Y CIA. S.A.,PINTURERIA SAN ANTONIO,30-55007032-0,AV.GAONA 2403,1704,RAMOS MEJIA,2,4464-0845,,ARGENTINA,,IN,30-55007032-0,0,0,0,,0,0
6311,SUSPENSION CHICLANA,CASTELLI ROBERTO EDUARDO,23-04420559-9,AV.CHICLANA 4201,1437,CDAD.AUTONOMA DE BUENOS AIRES,1,4923-3844/4924-2956,,ARGENTINA,,IN,108-097803,0,0,0,,202,2
6312,EL MIRASOL DEL PUERTO S.A.,,30-66212416-4,ALICIA M.DE JUSTO 202,1107,CDAD.AUTONOMA DE BUENOS AIRES,1,4315-6277,,ARGENTINA,,IN,915562-07,0,0,0,,202,2
6313,EDALCO,CONSTRUCCIONES CIVILES,30-70225279-9,CORONEL PAGOLA 3896-3°F,1437,CDAD AUTONOMA DE BUENOS AIRES,1,,,ARGENTINA,,IN,92068/6,0,0,0,,202,2
6314,AUPE S.A.-R.BONANO,,30-70746010-1,ITUZAINGO 545,1141,CDAD.AUTONOMA DE BUENOS AIRES,1,4307-9100,,ARGENTINA,,IN,901-849308-5,0,0,0,,0,0
6315,HOTEL JATIUCA S.A.,,,RUA DR.MARIO NUNES VIEYRA;220,0,MACEIO-ALAGOAS,1,(82)355-2020/FAX:(82)355-2121,reservas@hoteljatiuca.com.br,ARGENTINA,www.hoteljatiuca.com.br,IN,90009704-0,0,0,0,,202,2
6316,BIFUEL S.R.L.,,30-70772223-8,RECTA MARTINOLI 7365,0,ARGUELLO-PCIA.CORDOBA,4,,,ARGENTINA,,IN,270-34364-3,0,0,0,,0,0
6317,TERMINAL 4 S.A.,,30-67819616-5,PREF.NAVAL ARG.Y AV.EDISON S/N,1104,CDAD.AUTONOMA DE BUENOS AIRES,1,54-11-4590-0900/FAX:54-11-4590-0090,,ARGENTINA,,IN,941929-02,0,0,0,,0,0
6318,BANCHERO SANITARIOS,,20-04277187-3,AV.CHICLANA 3664,1262,CDAD.AUTONOMA DE BUENOS AIRES,1,4923-5306/0373,bancherosanitarios@infovia.com.ar,ARGENTINA,,IN,705679-06,0,0,0,,0,0
6319,ITAL-ROD RULEMANES,,20-23362862-0,AV.VERGARA 3032,1686,HURLINGHAM,2,TEL/FAX: 4450-1390,italrod@datafull.com.ar,ARGENTINA,,IN,20-23362862-0,0,0,0,,0,0
6320,MATERTEL S.A.,,30-52038833-4,SARMIENTO 1977/81,1044,CDAD AUTONOMA DE BUENOS AIRES,1,4953-8000/FAX: 4953-8001,ventas@matertel.com.ar,ARGENTINA,www.matertel.com.ar,IN,901-917920-3,0,0,0,,202,2
6321,BAULAT S.A.,,30-69757325-5,INT.GARCIA SILVA 1534,1708,MORON,2,4489-0151,,ARGENTINA,,IN,901-021899-3,0,0,0,,0,0
6322,CERRAJERIA CENTRAL,,20-25431854-0,AV.RIVADAVIA 16310,1706,HAEDO,2,4678-0272/(15)4948-2046,,ARGENTINA,,IN,20-25431854-0,0,0,0,,0,0
6323,SEGURCOOP,,30-57142135-2,RECONQUISTA 379-5° P.,1003,CDAD AUTONOMA DE BUENOS AIRES,1,4394-3119/FAX: 4394-3214,segurcoop@segurcoop.com.ar,ARGENTINA,,IN,,0,0,0,,202,2
6324,P.H.U.VELVET-SKLEP,,,IWASZKIEWIEZU 5/22,0,42-200 CZESTOCHOWA,25,48343704195/FAX:48343612319,export@velvet-lozyska.pl,POLAND- www.velvet-lozyska.pl,SWIFT: BPKOLPW-/-VAT:PL573-106-60-80,XE,,0,0,0,,202,2
6325,PORTABLES S.A.,,30-70902960-2,FLORIDA 537-P.B.LOCAL 355/362,1005,CDAD.AUTONOMA DE BUENOS AIRES,1,TEL/FAX: 4327-3877 L.R.,ventas@portables.cm.ar,ARGENTINA,www.portables.com.ar,IN,1156907-07,0,0,0,,202,2
6326,BALTIC BEARING SUPPLY GMB.(NO),,,HEINRICH HERTZ STR 6,0,BARGTEHEIDE 22941-HAMBURGO,25,04532/27270-/-TELEFAX:04532/260810,,ALEMANIA,,XE,,0,0,0,,202,2
6327,ICBE INTERCONTINENTAL-BEARING,,,TALSTR.77;D-98544 ZELLA-MEHLIS,0,MEHLIS,25,03682-46540,www.online-bearings.de,GERMANY,account nr.070099029,XE,,0,0,0,,202,2
6328,CAPILLITAS S.A.,,30-52330489-1,AVDA. MAIPU 1234,0,VICENTE LOPEZ,2,011-45136500,,ARGENTINA,,IN,904-230988-4,0,0,0,,0,0
6329,METALURGICA JUJUY S.A.I.C.I.F.,,33-52019193-9,JUJUY 1070,1708,MORON,2,TEL/FAX: 4628-0807,metjujuy@speedy.com.ar,ARGENTINA,,IN,33-52019193-9,0,0,0,,0,0
6330,HOTEL CHIAVARI-PAGGI S.A.,,30-58891708-4,AV.CHIOZZA 2260,7111,SAN BERNARDO,2,,,ARGENTINA,,IN,30-58891708-4,0,0,0,,0,0
6331,MR SOPORTES DE MARIANA CALICCH,IO,27-21509104-5,PUERTO RICO 1224,1640,MARTINEZ,2,4836-2689,mrsoportes@gmail.com,ARGENTINA,www.mrsoportes.com.ar,IN,902-840598-1,0,0,0,,0,0
6332,Y.P.F.MAR DE AJO,,20-93690934-6,AV.LIBERTADOR 1425,1709,MAR DE AJO,2,02257-429100/200,,ARGENTINA,,IN,20-93690934-6,0,0,0,,0,0
6333,ELECTRICIDAD RAMOS MEJIA SRL.,,30-70873886-3,CHACABUCO 372,0,RAMOS MEJIA,2,4656-7308/4464-1453,www.elecramosmejia.com.ar,ARGENTINA,,IN,901-076191-5,0,0,0,,0,0
6334,ABERTURAS MITRE,,27-27067788-1,JUAN B. ALBERDI 4100-,1107,CDAD AUTONOMA DE BUENOS AIRES,1,4671-9318/0999,info@mitreaberturas.com.ar,ARGENTINA,www.mitreaberturas.com.ar,IN,901-075967-9,0,0,0,,202,2
6335,TANHAUZER JOSE LUIS,DESPACHANTE DE ADUANA,20-11662016-3,MORENO 428-PISO 10-DTO.I,1091,CDAD.AUTONOMA DE BUENOS AIRES,1,54-11-4331-5503,jltanhauzer@simnet.com.ar,ARGENTINA,,IN,EXENTO,0,0,0,,202,2
6336,GOLDLINK INDUSTRIES CO.LTD.,,,17/F;258 ZHONG SHAN ROAD;WUXI,0,SHANGHAI-CHINA,25,,,CHINA,,XE,,0,0,0,,202,2
6337,INDUSTRIEBEDARF GRAFE,,,HAUPTSTR.69-09212,0,LIMBACH-OBERFROHNA,25,,,GERMANY,,XE,,0,0,0,,202,2
6338,OZEVREN RULMAN TIC.SAN.LTD.STI,,,KEMERLT CAD.NRO.16/1,0,KARAKOY-ISTANBUL,25,,,ESTAMBUL,,XE,,0,0,0,,202,2
6339,ARGENTINA COLOR S.R.L.,,30-70843468-6,AV.SAN JUAN 2099,1232,CDAD.AUTONOMA DE BUENOS AIRES,1,4943-3536,,ARGENTINA,,IN,1111580-07,0,0,0,,202,2
6340,FERCOMEX TRADE S.R.L.,,,MUZELOR NR.3,0,BUCHAREST,25,,,ROMANIA,,XE,,0,0,0,,202,2
6341,OBRAS Y PROYECTOS,,20-15281299-0,JUAN BAUTISTA ALBERDI 3877/79,1407,CDAD AUTONOMA DE BUENOS AIRES,1,4674-3340/,,ARGENTINA,,IN,901-181675-1,0,0,0,,202,2
6342,M.M.COLOR S.R.L.,,30-70821634-4,AV. CASEROS 2970,1264,CDAD.AUTONOMA DE BUENOS AIRES,1,4911-4072,www.pintureriasmm.com.ar,ARGENTINA,info@pintureriasmm.com.ar,IN,1095285-03,0,0,0,,0,0
6343,MIDA S.R.L.,,30-58438606-8,GRAL.HORNOS 3107/3136,1678,CASEROS,2,4750-4662,,ARGENTINA,,IN,30-58438606-8,0,0,0,,0,0
6344,INDUSTRIA CORRUGADORA SRL.,,30-65793376-3,MOM 2831,1437,CDAD.AUTONOMA DE BUENOS AIRES,1,4918-1011 L.R.,acpsrl@speedy.com.ar,ARGENTINA,,IN,901-988479-9,0,0,0,,0,0
6345,ADVANCED MACHINE & ENGINEERING,,,2500-LATHAM,0,ROCKFORD; IL 61103,25,815-962-6076/FAX:815-962-6483,www.ame.com,ESTADOS UNIDOS,,XE,,0,0,0,,202,2
6346,EVERGREEN-ESTUDIO,,20-28321906-3,BILBAO 2934,1406,CDAD.AUTONOMA DE BUENOS AIRES,1,(011) 4637-2006,info@evergreen-studio.com,ARGENTINA,,MT,REG.SIMPLIF.,0,0,0,,202,2
6347,HUZHUN YUSHUN IMP.& EXP.CO.LT.,,,8 FENGHUANG;HUZHOY,0,ZHEJIANG 313000-CHINA,25,CTA.BCO.890014789308091001,,CHINA,,XE,,0,0,0,,202,2
6348,GAFF CERAMICOS S.R.L.,,33-70869761-9,AV.JUAN B. ALBERDI 3944,1407,CDAD AUTONOMA DE BUENOS AIRES,1,4674-1714,,ARGENTINA,,IN,1130796-10,0,0,0,,0,0
6349,ELECTRICIDAD JUJUY S.A.,,30-54039629-5,AV. J. DE GARAY 2349/55,1256,CDAD.AUTONOMA DE BUENOS AIRES,1,TEL/FAX:4308-3850,,ARGENTINA,,IN,1029135-11,0,0,0,,202,2
6350,CANTIGA,,20-93652406-1,CORDOBA 1758/60,1708,MORON,2,4696-0148,,ARGENTINA,,IN,20-93652406-1,0,0,0,,202,2
6351,CERAMICAS LAS MIL Y UNA,,20-23788354-4,JUAN B. ALBERDI 3746,1407,CDAD AUTONOMA DE BUENOS AIRES,1,4671-7095,,ARGENTINA,,IN,027315-05,0,0,0,,202,2
6352,MADERERA EL ALCAZAR,,20-08540065-8,MUÑIZ 1540,1714,ITUZAINGO,2,4661-5202/0254,,ARGENTINA,,IN,20-08540065-8,0,0,0,,202,2
